cell_r,cell_c,lon,lat,yield_2021_tha,n_px,elevation_m,bdod,cec,clay,nitrogen,phh2o,sand,silt,soc,bio_1,bio_4,bio_5,bio_12,bio_15,bio_10,prec_01,prec_02,prec_03,prec_04,prec_05,prec_06,prec_07,prec_08,prec_09,prec_10,prec_11,prec_12,tavg_01,tavg_02,tavg_03,tavg_04,tavg_05,tavg_06,tavg_07,tavg_08,tavg_09,tavg_10,tavg_11,tavg_12,GDD_01,GDD_02,GDD_03,GDD_04,GDD_05,GDD_06,GDD_07,GDD_08,GDD_09,GDD_10,GDD_11,GDD_12,GDD_gs,GDD_annual,gdd_ws,prec_ws,prec_cm,prec_cv,tseason,aridity_ws,y21_tmean,y21_prec,y21_t36,y21_p36,y21_gdd,y21_efd,y21_hot,ano_tmean,ano_prec,ano_gdd,ano_t36,ix_arid_silt,ix_gdd_clay,ix_preccv_elev
0,41,117.013375,40.021125000000005,6.017,16,26.0,134.0,194.0,201.0,,78.0,407.0,392.0,133.0,11.576666831970217,1128.4345703125,30.28400039672852,531.0,139.8108673095703,24.69599914550781,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.157127837350926,352.0999999999999,2880.189944871795,13.947613200203318,3754.402333985531,148874.7351102564,34.03339983595893
0,42,117.015625,40.021125000000005,6.023,43,24.0,134.0,194.0,201.0,,78.0,407.0,392.0,133.0,11.576666831970217,1128.4345703125,30.28400039672852,531.0,139.8108673095703,24.69599914550781,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.157127837350926,352.0999999999999,2880.189944871795,13.947613200203318,3754.402333985531,148874.7351102564,31.41544600242363
0,43,117.017875,40.021125000000005,6.019,31,21.0,134.0,194.0,201.0,,78.0,407.0,392.0,133.0,11.576666831970217,1128.4345703125,30.28400039672852,531.0,139.8108673095703,24.69599914550781,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.157127837350926,352.0999999999999,2880.189944871795,13.947613200203318,3754.402333985531,148874.7351102564,27.488515252120678
0,45,117.022375,40.021125000000005,6.017,20,22.0,134.0,194.0,201.0,,78.0,407.0,392.0,133.0,11.576666831970217,1128.4345703125,30.28400039672852,531.0,139.8108673095703,24.69599914550781,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.157127837350926,352.0999999999999,2880.189944871795,13.947613200203318,3754.402333985531,148874.7351102564,28.79749216888833
0,52,117.038125,40.021125000000005,6.017,23,24.0,134.0,194.0,201.0,,78.0,407.0,392.0,133.0,11.576666831970217,1128.4345703125,30.28400039672852,531.0,139.8108673095703,24.69599914550781,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.157127837350926,352.0999999999999,2880.189944871795,13.947613200203318,3754.402333985531,148874.7351102564,31.41544600242363
0,53,117.040375,40.021125000000005,6.017,33,23.0,134.0,194.0,201.0,,78.0,407.0,392.0,133.0,11.576666831970217,1128.4345703125,30.28400039672852,531.0,139.8108673095703,24.69599914550781,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.157127837350926,352.0999999999999,2880.189944871795,13.947613200203318,3754.402333985531,148874.7351102564,30.10646908565598
0,54,117.042625,40.021125000000005,6.017,48,26.0,134.0,194.0,201.0,,78.0,407.0,392.0,133.0,11.63599967956543,1129.246826171875,30.371999740600582,534.0,138.50909423828125,24.77199935913086,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.151194552591404,349.0999999999999,2880.189944871795,13.940013178841012,3754.402333985531,148874.7351102564,34.03339983595893
0,55,117.044875,40.021125000000005,6.017,41,24.0,134.0,194.0,201.0,,78.0,407.0,392.0,133.0,11.63599967956543,1129.246826171875,30.371999740600582,534.0,138.50909423828125,24.77199935913086,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.151194552591404,349.0999999999999,2880.189944871795,13.940013178841012,3754.402333985531,148874.7351102564,31.41544600242363
0,56,117.047125,40.021125000000005,6.019,29,25.0,135.0,189.0,216.0,,79.0,404.0,380.0,153.0,11.63599967956543,1129.246826171875,30.371999740600582,534.0,138.50909423828125,24.77199935913086,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.151194552591404,349.0999999999999,2880.189944871795,13.940013178841012,3639.4716502920965,159984.78996923077,32.724422919191284
0,57,117.049375,40.021125000000005,6.015,23,26.0,135.0,189.0,216.0,,79.0,404.0,380.0,153.0,11.63599967956543,1129.246826171875,30.371999740600582,534.0,138.50909423828125,24.77199935913086,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.151194552591404,349.0999999999999,2880.189944871795,13.940013178841012,3639.4716502920965,159984.78996923077,34.03339983595893
0,58,117.051625,40.021125000000005,5.989,29,26.0,135.0,189.0,216.0,,79.0,404.0,380.0,153.0,11.63599967956543,1129.246826171875,30.371999740600582,534.0,138.50909423828125,24.77199935913086,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.151194552591404,349.0999999999999,2880.189944871795,13.940013178841012,3639.4716502920965,159984.78996923077,34.03339983595893
0,60,117.056125,40.021125000000005,5.987,27,21.0,135.0,189.0,216.0,,79.0,404.0,380.0,153.0,11.63599967956543,1129.246826171875,30.371999740600582,534.0,138.50909423828125,24.77199935913086,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.314794520547947,883.0999999999999,16.417213114754098,147.89999999999998,4726.3,53.0,13.0,11.151194552591404,349.0999999999999,2880.189944871795,13.940013178841012,3639.4716502920965,159984.78996923077,27.488515252120678
1,10,116.943625,40.023375,5.727,27,31.0,135.0,194.0,201.0,,78.0,407.0,392.0,143.0,11.556333541870115,1124.36279296875,30.26000022888184,532.0,141.2589569091797,24.62733268737793,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.384657534246575,856.5999999999999,16.568032786885247,143.29999999999998,4749.9,54.0,13.0,11.229024180059563,324.5999999999999,2903.7899448717944,14.105299518147454,3754.402333985531,148874.7351102564,40.57828441979719
1,11,116.945875,40.023375,5.719,44,31.0,135.0,194.0,201.0,,78.0,407.0,392.0,143.0,11.556333541870115,1124.36279296875,30.26000022888184,532.0,141.2589569091797,24.62733268737793,3.5384615384615383,3.252136752136752,7.042735042735043,14.965811965811966,32.15384615384615,70.38888888888889,188.36752136752136,143.3846153846154,47.042735042735046,16.487179487179485,5.431623931623932,3.4914529914529915,-6.361128205128205,-3.047777777777778,3.6249059829059833,12.195658119658118,18.05904273504273,22.407350427350423,24.46651282051282,23.28705982905983,18.169299145299146,11.54948717948718,2.774376068376068,-3.902427350427351,0.0,0.0,0.0,67.38205128205128,249.83032393162392,372.22051282051285,448.461897008547,411.89885470085466,245.07897435897436,51.2374358974359,0.0,0.0,1794.8726183760684,1846.110055128205,740.6703239316239,156.75213675213675,449.1837606837607,1.3089769167676513,30.82764102564102,9.577556974452886,12.384657534246575,856.5999999999999,16.568032786885247,143.29999999999998,4749.9,54.0,13.0,11.229024180059563,324.5999999999999,2903.7899448717944,14.105299518147454,3754.402333985531,148874.7351102564,40.57828441979719
